City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Mahanoro,MG,2022-04-15 08:37:36,-19.9,48.8,82.29,68,7,7.14
295,Vanimo,PG,2022-04-15 08:37:37,-2.6741,141.3028,80.44,84,34,4.07
296,Touros,BR,2022-04-15 08:37:37,-5.1989,-35.4608,78.06,84,90,3.83
297,Katsuura,JP,2022-04-15 08:37:37,35.1333,140.3,53.35,91,100,26.31
298,Chimbarongo,CL,2022-04-15 08:34:18,-34.7,-71.05,50.88,87,4,1.57
299,Maldonado,UY,2022-04-15 08:37:38,-34.6667,-54.9167,51.22,79,55,0.76
300,Vardo,NO,2022-04-15 08:37:38,70.3705,31.1107,33.84,70,73,12.39
301,Wagar,SD,2022-04-15 08:37:39,16.1525,36.2032,101.53,19,21,7.85
302,Safaga,EG,2022-04-15 08:37:39,26.7292,33.9365,79.03,36,0,14.97
303,Praia Da Vitoria,PT,2022-04-15 08:32:51,38.7333,-27.0667,60.76,94,40,12.84
304,Sola,VU,2022-04-15 08:37:40,-13.8833,167.55,82.0,72,94,4.76
305,Jacareacanga,BR,2022-04-15 08:37:40,-6.2222,-57.7528,71.82,99,100,0.45
306,Grand Gaube,MU,2022-04-15 08:37:40,-20.0064,57.6608,83.37,70,3,14.0
307,Mount Gambier,AU,2022-04-15 08:37:41,-37.8333,140.7667,64.31,94,100,6.91
308,Tezu,IN,2022-04-15 08:34:27,27.9167,96.1667,89.06,46,42,1.77
309,Kuching,MY,2022-04-15 08:37:41,1.55,110.3333,88.02,70,40,7.0
310,Aklavik,CA,2022-04-15 08:37:41,68.2191,-135.0107,-11.07,99,99,5.23
311,Myitkyina,MM,2022-04-15 08:37:42,25.3833,97.4,90.21,44,70,4.47
312,Kloulklubed,PW,2022-04-15 08:37:42,7.0419,134.2556,82.9,78,100,9.55
313,Moerai,PF,2022-04-15 08:37:43,-22.4333,-151.3333,80.06,76,65,13.24
314,Luganville,VU,2022-04-15 08:37:43,-15.5333,167.1667,80.35,81,67,3.67
315,Pendleton,US,2022-04-15 08:37:44,45.6721,-118.7886,37.63,87,100,3.0
316,Araouane,ML,2022-04-15 08:37:44,18.9048,-3.5265,85.98,13,2,11.72
317,Taree,AU,2022-04-15 08:37:44,-31.9,152.4667,66.13,72,40,0.0
318,Rincon,US,2022-04-15 08:37:45,32.296,-81.2354,67.86,94,20,3.44
319,College,US,2022-04-15 08:34:05,64.8569,-147.8028,32.32,55,20,9.22
320,Bonthe,SL,2022-04-15 08:37:45,7.5264,-12.505,80.64,76,90,5.53
321,Warri,NG,2022-04-15 08:37:46,5.5167,5.75,85.03,72,95,2.01
322,Geraldton,AU,2022-04-15 08:37:46,-28.7667,114.6,81.01,54,0,13.8
323,Muli,MV,2022-04-15 08:38:46,2.9167,73.5667,84.79,67,38,3.87
324,Palmital,BR,2022-04-15 08:38:47,-22.7889,-50.2175,57.83,94,27,7.81
325,Iskateley,RU,2022-04-15 08:38:47,67.6803,53.1512,27.41,80,78,14.09
326,General Roca,AR,2022-04-15 08:35:40,-39.0333,-67.5833,53.62,39,0,11.36
327,Galle,LK,2022-04-15 08:38:48,6.0367,80.217,85.55,68,74,8.81
328,Hilo,US,2022-04-15 08:36:22,19.7297,-155.09,74.93,82,100,8.05
329,Coquimbo,CL,2022-04-15 08:34:10,-29.9533,-71.3436,56.93,82,100,3.44
330,Tilichiki,RU,2022-04-15 08:38:48,60.4667,166.1,17.1,95,94,4.34
331,Smithers,CA,2022-04-15 08:34:04,54.7804,-127.1743,26.92,46,75,3.44
332,Acari,PE,2022-04-15 08:38:49,-15.4311,-74.6158,66.13,84,59,3.8
333,Pasni,PK,2022-04-15 08:38:49,25.2631,63.471,83.57,67,38,17.02
334,Say,NE,2022-04-15 08:38:50,13.1007,2.3689,91.96,36,75,12.75
335,Voh,NC,2022-04-15 08:38:50,-20.9667,164.7,71.98,94,100,3.06
336,Upernavik,GL,2022-04-15 08:38:50,72.7868,-56.1549,-18.74,98,33,6.85
337,Meulaboh,ID,2022-04-15 08:38:51,4.1363,96.1285,85.84,67,48,7.47
338,Zhigansk,RU,2022-04-15 08:38:51,66.7697,123.3711,22.06,86,61,19.19
339,Kavaratti,IN,2022-04-15 08:38:52,10.5669,72.642,83.44,70,65,3.15
340,Tsuyama,JP,2022-04-15 08:38:52,35.05,134.0,56.23,93,100,5.28
341,Kahului,US,2022-04-15 08:38:26,20.8947,-156.47,73.85,75,0,13.8
342,Egvekinot,RU,2022-04-15 08:35:16,66.3167,-179.1667,18.66,88,88,13.73
343,Brusque,BR,2022-04-15 08:38:53,-27.0981,-48.9175,60.06,88,0,3.42
344,Ahipara,NZ,2022-04-15 08:38:53,-35.1667,173.1667,57.54,82,8,5.03
345,Candelaria,PH,2022-04-15 08:38:53,13.9311,121.4233,85.39,76,40,3.56
346,Sitka,US,2022-04-15 08:38:54,57.0531,-135.33,33.69,60,0,3.44
347,Usinsk,RU,2022-04-15 08:38:54,65.9939,57.5281,29.25,78,100,15.23
348,Kirchlinteln,DE,2022-04-15 08:38:55,52.95,9.3167,47.89,84,100,8.9
349,Havre-Saint-Pierre,CA,2022-04-15 08:38:55,50.2334,-63.5986,32.0,93,100,9.22
350,Yermekeyevo,RU,2022-04-15 08:38:55,54.0761,53.6712,41.9,96,100,18.43
351,Rocha,UY,2022-04-15 08:37:26,-34.4833,-54.3333,57.42,73,98,3.49
352,Dhanwar,IN,2022-04-15 08:35:07,24.4167,85.9833,106.21,7,18,16.87
353,Curup,ID,2022-04-15 08:38:56,-3.4667,102.5333,73.94,89,100,2.44
354,Malyye Derbety,RU,2022-04-15 08:38:56,47.9547,44.6808,52.7,70,100,11.48
355,Fort Saint James,CA,2022-04-15 08:38:57,54.4333,-124.25,19.51,84,100,4.14
356,Kyabram,AU,2022-04-15 08:38:57,-36.3167,145.05,71.87,45,100,5.77
357,Bongandanga,CD,2022-04-15 08:38:57,1.5,21.05,79.5,67,100,3.33
358,Nampula,MZ,2022-04-15 08:38:58,-15.1165,39.2666,85.95,58,40,9.22
359,Smidovich,RU,2022-04-15 08:38:58,48.6,133.8167,45.91,42,29,11.68
360,Samarai,PG,2022-04-15 08:38:59,-10.6167,150.6667,82.71,77,95,12.17
361,Tazovskiy,RU,2022-04-15 08:38:59,67.4667,78.7,32.2,87,70,16.91
362,Teahupoo,PF,2022-04-15 08:38:59,-17.8333,-149.2667,73.36,71,76,18.03
363,Kalabo,ZM,2022-04-15 08:39:00,-14.97,22.6814,81.41,48,49,6.69
364,Hisor,TJ,2022-04-15 08:39:00,38.525,68.5512,82.15,24,2,0.36
365,Sur,OM,2022-04-15 08:39:01,22.5667,59.5289,96.91,28,2,7.09
366,Tuburan,PH,2022-04-15 08:39:01,6.6439,122.2736,84.29,73,59,6.58
367,Kaitangata,NZ,2022-04-15 08:39:02,-46.2817,169.8464,52.12,70,10,5.01
368,Asau,RO,2022-04-15 08:39:02,46.4333,26.4,60.28,35,28,3.42
369,Adelaide,AU,2022-04-15 08:39:02,-34.9333,138.6,73.29,69,0,9.22
370,Fallon,US,2022-04-15 08:36:54,39.4735,-118.7774,46.27,50,20,0.0
371,Black River,JM,2022-04-15 08:40:03,18.0264,-77.8487,73.06,88,2,4.72
372,Blackwater,AU,2022-04-15 08:40:03,-23.5833,148.8833,74.19,35,0,9.42
373,Vila Velha,BR,2022-04-15 08:39:00,-20.3297,-40.2925,73.35,87,100,17.0
374,Itarema,BR,2022-04-15 08:40:04,-2.9248,-39.9167,75.6,90,41,4.81
375,Mahajanga,MG,2022-04-15 08:40:04,-15.7167,46.3167,93.22,46,20,13.8
376,Te Anau,NZ,2022-04-15 08:40:04,-45.4167,167.7167,53.2,84,67,7.23
377,Ormara,PK,2022-04-15 08:40:05,25.2088,64.6357,83.14,68,3,18.43
378,Domoni,KM,2022-04-15 08:40:05,-12.2569,44.5319,86.05,70,20,9.93
379,San Cristobal,VE,2022-04-15 08:40:06,7.7669,-72.225,67.14,78,87,1.54
380,Puerto Escondido,MX,2022-04-15 08:39:05,15.85,-97.0667,78.85,77,71,3.56
381,Ahuimanu,US,2022-04-15 08:40:06,21.4447,-157.8378,74.91,74,40,11.5
382,Bergen,NO,2022-04-15 08:40:06,60.392,5.328,52.14,70,75,9.22
383,La Romana,DO,2022-04-15 08:40:07,18.4273,-68.9728,71.82,89,26,8.23
384,Monrovia,LR,2022-04-15 08:40:07,6.3005,-10.7969,81.28,81,98,6.89
385,Codrington,AU,2022-04-15 08:40:07,-38.2667,141.9667,60.48,97,100,5.39
386,Humaita,BR,2022-04-15 08:40:08,-7.5061,-63.0208,72.95,100,100,1.34
387,Zheleznodorozhnyy,RU,2022-04-15 08:40:08,55.7503,38.0042,51.35,48,85,3.18
388,Mareeba,AU,2022-04-15 08:40:09,-17.0,145.4333,73.44,80,87,3.6
389,Oranjestad,AW,2022-04-15 08:40:09,12.524,-70.027,78.13,85,6,25.41
390,Kyra,RU,2022-04-15 08:40:09,49.5776,111.9753,48.65,27,32,22.46
391,Griffith,US,2022-04-15 08:40:10,41.5284,-87.4237,43.05,50,75,5.75
392,Beyneu,KZ,2022-04-15 08:40:10,45.3167,55.2,65.62,25,55,8.93
393,Suicheng,CN,2022-04-15 08:40:11,33.8963,117.9331,62.26,42,98,10.47
394,Iralaya,HN,2022-04-15 08:40:11,15.0,-83.2333,78.33,79,100,9.78
395,Carauari,BR,2022-04-15 08:40:12,-4.8828,-66.8958,71.2,100,100,1.79
396,Fraga,ES,2022-04-15 08:40:12,41.5229,0.3489,59.58,64,100,6.49
397,Maceio,BR,2022-04-15 08:40:12,-9.6658,-35.7353,74.64,88,20,1.14
398,Hailar,CN,2022-04-15 08:40:13,49.2,119.7,51.53,28,99,20.94
399,Seyssinet-Pariset,FR,2022-04-15 08:40:13,45.1768,5.6939,69.96,81,29,1.01
400,Fortuna,US,2022-04-15 08:40:14,40.5982,-124.1573,37.65,94,0,6.91
401,Clinton,US,2022-04-15 08:40:14,42.587,-82.9199,47.95,54,17,10.0
402,Edd,ER,2022-04-15 08:40:15,13.9297,41.6925,97.84,25,8,13.47
403,Kyzyl-Suu,KG,2022-04-15 08:40:15,42.3414,78.0056,53.51,57,5,5.59
404,Vilyuysk,RU,2022-04-15 08:40:15,63.7553,121.6247,31.78,87,100,10.02
405,Aksu,CN,2022-04-15 08:40:16,41.1231,80.2644,74.7,14,59,2.35
406,Ongwediva,NA,2022-04-15 08:40:16,-17.7833,15.7667,78.26,46,0,3.74
407,Sioux Lookout,CA,2022-04-15 08:40:17,50.1001,-91.917,17.67,93,100,9.22
408,Tanete,ID,2022-04-15 08:40:17,-3.9443,119.7848,81.75,81,100,4.18
409,Vanavara,RU,2022-04-15 08:40:17,60.34,102.2797,37.53,89,100,2.62
410,Yamada,JP,2022-04-15 08:40:18,39.4667,141.95,38.59,93,100,9.19
411,Kachug,RU,2022-04-15 08:40:18,53.9606,105.8817,46.18,55,83,9.24
412,Laguna,US,2022-04-15 08:40:18,38.421,-121.4238,55.69,91,100,8.05
413,Boyolangu,ID,2022-04-15 08:40:19,-8.1181,111.8935,82.4,79,64,6.67
414,Ketchikan,US,2022-04-15 08:40:19,55.3422,-131.6461,37.38,80,0,4.61
415,Kailua,US,2022-04-15 08:40:20,21.4022,-157.7394,75.18,77,25,7.0
416,Nara,JP,2022-04-15 08:41:20,34.6851,135.8049,60.17,86,100,6.08
417,Ibra,OM,2022-04-15 08:41:20,22.6906,58.5334,103.55,9,21,8.57
418,Kavieng,PG,2022-04-15 08:41:21,-2.5744,150.7967,82.81,77,48,9.4
419,Harper,LR,2022-04-15 08:41:21,4.375,-7.7169,81.72,79,100,4.74
420,Vigrestad,NO,2022-04-15 08:41:22,58.5667,5.7,51.96,82,100,7.43
421,Atherton,GB,2022-04-15 08:41:22,53.5237,-2.4935,58.78,80,100,4.0
422,Dukat,RU,2022-04-15 08:41:22,62.55,155.55,5.59,97,100,3.58
423,Ngunguru,NZ,2022-04-15 08:41:23,-35.6167,174.5,59.77,65,0,4.72
424,Fort Frances,CA,2022-04-15 08:41:23,48.5999,-93.4003,18.16,77,100,11.5
425,Irbeyskoye,RU,2022-04-15 08:41:24,55.6428,95.4522,55.63,31,65,10.54
426,Trincomalee,LK,2022-04-15 08:41:24,8.5711,81.2335,84.74,74,95,16.06
427,Jumla,NP,2022-04-15 08:39:04,29.2747,82.1838,68.83,20,76,9.22
428,Manica,FR,2022-04-15 08:41:24,49.0,-1.1667,62.31,68,99,1.88
429,Sangueya,GN,2022-04-15 08:41:25,10.7,-14.3667,80.71,58,38,1.28
430,Manzhouli,CN,2022-04-15 08:41:25,49.6,117.4333,51.98,29,77,23.71
431,Yatou,CN,2022-04-15 08:41:26,37.15,122.3833,52.07,40,77,15.88
432,Novoagansk,RU,2022-04-15 08:41:26,61.9449,76.6625,43.21,96,99,6.46
433,Matelica,IT,2022-04-15 08:41:26,43.2541,13.0106,63.84,60,99,4.54
434,Magalia,US,2022-04-15 08:41:27,39.8121,-121.5783,47.75,92,100,1.99
435,Killybegs,IE,2022-04-15 08:41:27,54.6333,-8.45,53.31,91,96,10.42
436,Oktyabrskiy,RU,2022-04-15 08:41:27,54.4815,53.471,41.97,96,100,15.46
437,Saint-Ambroise,CA,2022-04-15 08:41:28,48.5501,-71.3324,37.94,93,83,1.14
438,Faya,SA,2022-04-15 08:41:28,18.3851,42.4509,79.32,22,8,6.2
439,Korla,CN,2022-04-15 08:39:13,41.7597,86.1469,69.78,9,15,12.5
440,Jensen Beach,US,2022-04-15 08:41:29,27.2545,-80.2298,76.01,93,0,0.0
441,Chaozhou,CN,2022-04-15 08:41:29,23.6651,116.6379,80.46,62,80,10.13
442,Porangatu,BR,2022-04-15 08:41:29,-13.4408,-49.1486,70.27,94,97,0.58
443,Maniitsoq,GL,2022-04-15 08:41:30,65.4167,-52.9,8.71,64,2,5.84
444,Deniliquin,AU,2022-04-15 08:41:30,-35.5333,144.9667,68.49,42,100,4.94
445,Mangai,CD,2022-04-15 08:41:30,-4.05,19.5333,73.47,93,100,3.27
446,Barcelos,PT,2022-04-15 08:41:31,41.5388,-8.6151,63.91,60,0,0.65
447,Salalah,OM,2022-04-15 08:41:31,17.0151,54.0924,87.89,66,20,6.91
448,Gisborne,NZ,2022-04-15 08:40:33,-38.6533,178.0042,53.04,85,1,4.92
449,Shubarshi,KZ,2022-04-15 08:41:32,48.5872,57.1869,60.01,33,29,10.29
450,New Glasgow,CA,2022-04-15 08:38:41,45.5834,-62.6486,40.78,94,100,9.08
451,Urucara,BR,2022-04-15 08:41:32,-2.5364,-57.76,73.15,99,100,0.89
452,Namanyere,TZ,2022-04-15 08:41:33,-7.5167,31.05,71.24,73,100,4.97
453,San Patricio,US,2022-04-15 08:41:33,28.017,-97.5169,73.35,92,87,6.2
454,Nalut,LY,2022-04-15 08:41:34,30.3333,10.85,71.31,23,0,13.65
455,Saint Anthony,US,2022-04-15 08:41:34,45.0205,-93.218,28.26,74,100,25.32
456,La Ronge,CA,2022-04-15 08:41:34,55.1001,-105.2842,17.82,49,100,9.22
457,Tucurui,BR,2022-04-15 08:41:35,-3.7661,-49.6725,72.45,98,79,2.19
458,Half Moon Bay,US,2022-04-15 08:41:35,37.4636,-122.4286,57.0,91,75,10.36
459,Isangel,VU,2022-04-15 08:41:35,-19.55,169.2667,80.38,83,54,9.15
460,Ulladulla,AU,2022-04-15 08:42:36,-35.35,150.4667,65.3,76,100,4.83
461,Xingyi,CN,2022-04-15 08:42:36,24.1877,102.817,79.16,32,80,16.89
462,Mandalgovi,MN,2022-04-15 08:42:37,45.7625,106.2708,37.89,30,100,7.58
463,Caucaia,BR,2022-04-15 08:42:08,-3.7361,-38.6531,78.75,83,20,3.44
464,Boa Vista,BR,2022-04-15 08:42:37,2.8197,-60.6733,78.78,73,75,9.22
465,Ostrovnoy,RU,2022-04-15 08:42:37,68.0531,39.5131,28.35,88,49,11.27
466,Nanakuli,US,2022-04-15 08:42:38,21.3906,-158.1547,75.15,62,0,6.91
467,Sturgeon Falls,CA,2022-04-15 08:42:38,46.3646,-79.9326,35.1,71,44,12.73
468,Mitu,CO,2022-04-15 08:40:00,1.1983,-70.1733,71.33,98,100,2.44
469,Muyezerskiy,RU,2022-04-15 08:42:39,63.9333,31.65,32.14,91,100,13.13
470,Chama,CH,2022-04-15 08:42:39,47.1821,8.4636,61.95,80,75,0.0
471,Mazatlan,MX,2022-04-15 08:40:14,23.2167,-106.4167,70.25,73,100,4.52
472,Saint-Pierre,RE,2022-04-15 08:42:39,-21.3393,55.4781,85.28,69,0,27.63
473,Aykhal,RU,2022-04-15 08:42:40,66.0,111.5,13.78,82,100,13.6
474,Gazojak,TM,2022-04-15 08:42:40,41.1875,61.4036,88.92,15,97,7.2
475,Xuddur,SO,2022-04-15 08:42:40,4.1213,43.8894,92.28,37,100,8.46
476,Guarapari,BR,2022-04-15 08:42:41,-20.6667,-40.4975,72.9,94,98,15.23
477,Ozernovskiy,RU,2022-04-15 08:42:41,51.5,156.5167,31.19,82,99,12.1
478,Oum Hadjer,TD,2022-04-15 08:42:42,13.2954,19.6966,98.2,11,82,7.63
479,Tuatapere,NZ,2022-04-15 08:42:42,-46.1333,167.6833,54.41,81,94,6.49
480,Loreto,MX,2022-04-15 08:42:43,22.2667,-101.9667,60.03,58,98,4.56
481,Diu,IN,2022-04-15 08:42:43,20.7141,70.9822,91.98,48,0,17.98
482,Shakawe,BW,2022-04-15 08:42:43,-18.3667,21.85,84.72,41,2,6.22
483,Broome,US,2022-04-15 08:42:44,42.2506,-75.833,42.01,75,75,4.61
484,Chumikan,RU,2022-04-15 08:42:44,54.7183,135.315,33.66,83,83,3.47
485,Louis Trichardt,ZA,2022-04-15 08:42:44,-23.0439,29.9032,86.77,31,70,3.67
486,Hobyo,SO,2022-04-15 08:42:45,5.3505,48.5268,87.17,56,86,11.52
487,Salinopolis,BR,2022-04-15 08:42:45,-0.6136,-47.3561,78.35,86,100,10.51
488,Nantucket,US,2022-04-15 08:42:46,41.2835,-70.0995,48.34,89,100,12.66
489,Camopi,GF,2022-04-15 08:42:46,3.1655,-52.3158,70.63,99,100,1.34
490,Luka Nad Jihlavou,CZ,2022-04-15 08:42:46,49.374,15.7019,59.05,73,40,13.38
491,Chikwawa,MW,2022-04-15 08:42:47,-16.0335,34.8009,88.47,55,3,1.23
492,Brae,GB,2022-04-15 08:42:47,60.3964,-1.353,47.07,77,99,11.74
493,Cabatuan,PH,2022-04-15 08:42:48,10.8794,122.486,81.7,79,100,0.49
494,Lorengau,PG,2022-04-15 08:42:48,-2.0226,147.2712,82.22,78,97,6.96
495,Lavrentiya,RU,2022-04-15 08:42:48,65.5833,-171.0,26.55,94,93,12.24
496,Guaxupe,BR,2022-04-15 08:42:49,-21.3053,-46.7128,61.66,93,84,1.68
497,North Myrtle Beach,US,2022-04-15 08:42:49,33.816,-78.68,66.25,74,100,16.89
498,Roanoke Rapids,US,2022-04-15 08:42:50,36.4615,-77.6542,55.35,87,75,0.0
499,Santa Cruz,BO,2022-04-15 08:42:50,-17.8,-63.1667,65.66,72,75,12.66
500,Xinxiang,CN,2022-04-15 08:42:50,35.3089,113.8672,62.2,29,100,10.45
501,Grimshaw,CA,2022-04-15 08:41:57,56.1834,-117.6027,24.15,58,100,10.36
502,Jaguariaiva,BR,2022-04-15 08:42:51,-24.2511,-49.7058,51.69,86,52,4.7
503,Gold Coast,AU,2022-04-15 08:42:51,-28.0,153.4333,70.0,91,100,9.22
504,Ucluelet,CA,2022-04-15 08:42:52,48.9329,-125.5528,34.09,87,39,5.23
505,Huarmey,PE,2022-04-15 08:42:52,-10.0681,-78.1522,65.95,90,31,8.23
506,Northam,GB,2022-04-15 08:42:52,51.0333,-4.2167,56.61,82,54,9.55
507,Cayenne,GF,2022-04-15 08:43:53,4.9333,-52.3333,80.1,1,40,5.01
508,Santa Ana,US,2022-04-15 08:41:14,33.7456,-117.8678,57.11,84,0,3.44
509,Jiangyou,CN,2022-04-15 08:43:53,31.7667,104.7167,51.57,91,100,5.44
510,Napier,NZ,2022-04-15 08:43:54,-39.4833,176.9167,58.28,75,5,3.0
511,Port Augusta,AU,2022-04-15 08:43:54,-32.5,137.7667,73.29,41,1,9.91
512,Daru,PG,2022-04-15 08:43:55,-9.0763,143.2092,81.61,82,100,8.66
513,Alice Springs,AU,2022-04-15 08:43:55,-23.7,133.8833,90.95,19,13,9.22
514,Beringovskiy,RU,2022-04-15 08:43:55,63.05,179.3167,32.14,99,100,17.43
515,Tucuman,AR,2022-04-15 08:43:56,-26.8241,-65.2226,60.8,94,100,3.44
516,Nouadhibou,MR,2022-04-15 08:43:56,20.931,-17.0347,62.58,82,0,18.41
517,Kokopo,PG,2022-04-15 08:43:57,-4.352,152.2633,79.92,80,57,3.51
518,Comodoro Rivadavia,AR,2022-04-15 08:43:57,-45.8667,-67.5,58.86,55,0,14.97
519,Adre,TD,2022-04-15 08:43:57,13.4667,22.2,95.63,4,5,17.54
520,Sheltozero,RU,2022-04-15 08:43:58,61.3667,35.3667,33.89,99,100,7.72
521,Guerrero Negro,MX,2022-04-15 08:43:58,27.9769,-114.0611,58.6,79,90,13.85
522,Key West,US,2022-04-15 08:39:09,24.5557,-81.7826,80.6,84,40,4.61
523,Sibu,MY,2022-04-15 08:43:59,2.3,111.8167,77.31,94,40,4.61
524,Miraflores,MX,2022-04-15 08:43:59,19.2167,-98.8083,66.02,65,95,3.38
525,Manga,BF,2022-04-15 08:43:59,11.6636,-1.0731,90.25,40,73,14.83
526,Katyr-Yurt,RU,2022-04-15 08:44:00,43.1701,45.3711,58.15,45,40,5.35
527,Saint-Georges,GD,2022-04-15 08:44:00,12.0564,-61.7485,76.68,94,20,9.22
528,Tessalit,ML,2022-04-15 08:44:01,20.1986,1.0114,82.45,14,0,13.87
529,Erzin,TR,2022-04-15 08:44:01,36.9559,36.2,68.0,36,86,4.32
530,Phayao,TH,2022-04-15 08:44:01,19.25,100.25,100.51,16,57,4.47
531,Kautokeino,NO,2022-04-15 08:44:02,69.0125,23.0412,26.38,79,44,3.83
532,Seymchan,RU,2022-04-15 08:44:02,62.8833,152.4333,13.53,91,100,5.32
533,Tura,IN,2022-04-15 08:42:07,25.5198,90.2201,90.14,49,26,7.43
534,Never,FR,2022-04-15 08:44:03,46.9896,3.159,64.11,59,0,8.05
535,Teyateyaneng,LS,2022-04-15 08:44:03,-29.1472,27.7489,67.28,37,14,8.9
536,Eureka,US,2022-04-15 08:43:16,40.8021,-124.1637,37.92,82,52,1.01
537,Srednekolymsk,RU,2022-04-15 08:44:04,67.45,153.6833,16.34,96,100,5.66
538,Bundaberg,AU,2022-04-15 08:44:04,-24.85,152.35,71.89,75,10,11.5
539,Luanda,AO,2022-04-15 08:41:28,-8.8368,13.2343,80.6,83,75,3.44
540,Agadez,NE,2022-04-15 08:44:04,19.75,10.25,97.43,13,4,11.12
541,Anstruther,GB,2022-04-15 08:44:05,56.2231,-2.7023,52.86,87,100,3.44
542,Inta,RU,2022-04-15 08:44:05,66.0317,60.1659,29.68,86,100,13.94
543,Tingo Maria,PE,2022-04-15 08:44:06,-9.2895,-76.0088,67.15,98,75,1.45
544,Mount Isa,AU,2022-04-15 08:44:06,-20.7333,139.5,91.17,19,12,8.05
545,Batagay-Alyta,RU,2022-04-15 08:44:07,67.8006,130.4114,15.69,91,66,4.09
546,Lata,PT,2022-04-15 08:44:07,40.1629,-8.3327,54.81,56,0,2.39
547,Guaruja,BR,2022-04-15 08:44:07,-23.9931,-46.2564,68.9,26,100,12.71
548,Novyy Buyan,RU,2022-04-15 08:44:08,53.6861,50.0469,39.36,93,100,13.89
549,Hedaru,TZ,2022-04-15 08:44:08,-4.5,37.9,83.95,53,97,6.31
550,Kathmandu,NP,2022-04-15 08:43:50,27.7167,85.3167,86.22,16,20,11.5
551,Baykit,RU,2022-04-15 08:45:09,61.67,96.37,40.66,94,100,1.68
552,Nishihara,JP,2022-04-15 08:45:09,26.1842,127.7558,71.65,97,100,21.85
553,Najran,SA,2022-04-15 08:45:10,17.4924,44.1277,93.85,10,0,7.56
554,Vaitape,PF,2022-04-15 08:45:10,-16.5167,-151.75,81.82,72,10,16.91
555,Awjilah,LY,2022-04-15 08:45:10,29.1081,21.2869,81.5,15,100,28.63
556,Yuanping,CN,2022-04-15 08:45:11,38.7153,112.7575,60.49,12,61,2.62
557,Rio Grande,BR,2022-04-15 08:45:11,-32.035,-52.0986,52.95,72,98,10.45
558,Makinsk,KZ,2022-04-15 08:45:12,52.6292,70.4169,69.8,20,8,10.45
559,Agucadoura,PT,2022-04-15 08:45:12,41.4318,-8.7804,64.31,68,0,1.52
560,Muravlenko,RU,2022-04-15 08:45:12,63.7898,74.523,34.79,100,100,7.38
561,Yaring,TH,2022-04-15 08:45:13,6.8662,101.3689,87.3,70,100,6.87
