City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Saldanha,ZA,-33.0117,17.9442,55.45,61,1,14.25,clear sky
346,Shima,CN,24.4478,117.8111,69.82,34,29,14.16,scattered clouds
347,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.79,62,99,13.38,overcast clouds
348,Bandarbeyla,SO,9.4942,50.8122,82.87,68,77,6.96,broken clouds
349,Jaciara,BR,-15.9653,-54.9683,69.78,94,8,0.51,clear sky
350,Whitehorse,CA,60.7161,-135.0538,41.02,25,75,9.22,broken clouds
351,Saquena,PE,-4.6667,-73.5167,72.97,99,55,1.97,broken clouds
352,Kavaratti,IN,10.5669,72.642,83.52,71,89,3.15,overcast clouds
353,Sudbury,CA,46.49,-80.99,29.05,82,32,11.03,scattered clouds
354,Fairbanks,US,64.8378,-147.7164,34.61,39,0,14.97,clear sky
355,Nioro,GM,13.35,-15.75,76.48,36,63,7.99,broken clouds
356,Mindelo,CV,16.8901,-24.9804,69.35,64,20,11.5,few clouds
357,Cockburn Town,TC,21.4612,-71.1419,77.29,80,84,24.16,broken clouds
358,Kokoda,PG,-8.8785,147.7407,85.28,67,100,4.65,overcast clouds
359,Kutum,SD,14.2,24.6667,70.0,10,71,5.91,broken clouds
360,Lata,PT,40.1629,-8.3327,51.55,91,100,2.28,overcast clouds
361,Fortaleza,BR,-3.7227,-38.5247,82.53,78,75,3.44,broken clouds
362,Neuquen,AR,-38.9516,-68.0591,49.89,87,0,0.0,clear sky
363,Hami,CN,42.8,93.45,49.96,27,82,4.12,broken clouds
364,Kalmunai,LK,7.4167,81.8167,83.32,76,57,10.51,broken clouds
365,Nisia Floresta,BR,-6.0911,-35.2086,81.41,90,55,4.9,light rain
366,Alexandria,EG,31.2156,29.9553,58.96,82,0,4.61,clear sky
367,Ankang,CN,32.68,109.0172,47.52,84,100,3.51,overcast clouds
368,Salym,RU,60.0625,71.4789,45.59,85,99,7.9,overcast clouds
369,Ninghai,CN,29.2892,121.4247,54.39,73,100,6.78,overcast clouds
370,Bubaque,GW,11.2833,-15.8333,74.53,71,10,12.39,clear sky
371,Dubai,AE,25.2582,55.3047,82.33,44,0,4.61,clear sky
372,Susanville,US,40.4163,-120.653,41.67,83,86,5.99,overcast clouds
373,Baykit,RU,61.67,96.37,39.22,97,100,2.98,overcast clouds
374,Husavik,IS,66.0449,-17.3389,40.06,71,100,14.9,overcast clouds
375,Nabire,ID,-3.3667,135.4833,84.99,73,83,6.33,broken clouds
376,Kwinana,AU,-32.25,115.7667,76.33,62,65,4.0,broken clouds
377,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.59,42,75,6.71,broken clouds
378,Velikiy Ustyug,RU,60.7644,46.3106,25.92,87,94,8.21,overcast clouds
379,Norwich,GB,52.6278,1.2983,46.26,93,2,4.61,clear sky
380,Puerto Suarez,BO,-18.95,-57.8,67.93,69,3,2.55,clear sky
381,Dicabisagan,PH,17.0818,122.4157,80.22,77,76,6.58,broken clouds
382,Aden,YE,12.7794,45.0367,81.37,74,39,11.79,scattered clouds
383,Talnakh,RU,69.4865,88.3972,25.21,91,100,10.92,light snow
384,Eenhana,NA,-17.4667,16.3333,66.49,70,100,2.04,overcast clouds
385,Pangnirtung,CA,66.1451,-65.7125,-4.76,87,4,6.6,clear sky
386,Roebourne,AU,-20.7833,117.1333,93.65,26,9,15.37,clear sky
387,Beringovskiy,RU,63.05,179.3167,32.31,97,100,24.92,light snow
388,Nhamunda,BR,-2.1861,-56.7131,73.98,97,100,0.74,overcast clouds
389,Novoseleznevo,RU,55.6821,69.2056,55.51,63,100,11.65,overcast clouds
390,Cabo San Lucas,MX,22.8909,-109.9124,78.1,54,100,8.7,overcast clouds
391,Shu,KZ,43.5983,73.7614,65.16,46,2,5.82,clear sky
392,Huilong,CN,31.8111,121.655,57.0,49,98,10.83,overcast clouds
393,Skagen,DK,57.7209,10.5839,43.54,69,99,4.43,overcast clouds
394,Jalu,LY,29.0331,21.5482,75.43,14,94,26.91,overcast clouds
395,Nemuro,JP,43.3236,145.575,33.98,81,100,15.86,overcast clouds
396,Algiers,DZ,36.7525,3.042,55.22,94,75,3.44,mist
397,Faya,SA,18.3851,42.4509,64.92,45,16,2.93,few clouds
398,Maniitsoq,GL,65.4167,-52.9,19.9,56,93,4.03,overcast clouds
399,Zharkent,KZ,44.1628,80.0,65.7,14,0,8.21,clear sky
400,Bafoulabe,ML,13.8065,-10.8321,89.85,12,72,4.92,broken clouds
401,Bonthe,SL,7.5264,-12.505,76.68,88,52,6.89,broken clouds
402,Niquero,CU,20.0431,-77.5828,75.72,82,37,4.32,scattered clouds
403,Novobirilyussy,RU,56.9514,90.6661,44.76,87,100,4.79,overcast clouds
404,Lima,PE,-12.0432,-77.0282,64.65,82,0,16.11,clear sky
405,Lagoa,PT,39.05,-27.9833,58.77,71,100,10.63,overcast clouds
406,Biak,ID,-0.9131,122.8766,83.12,71,100,2.93,overcast clouds
407,Raga,SS,8.4596,25.678,75.04,71,100,6.93,overcast clouds
408,Tamiahua,MX,21.2667,-97.45,76.42,92,100,10.25,overcast clouds
409,Atambua,ID,-9.1061,124.8925,84.36,65,53,2.82,broken clouds
410,Pudozh,RU,61.8099,36.5345,20.37,96,22,3.33,few clouds
411,Richards Bay,ZA,-28.783,32.0377,67.23,89,100,10.18,light rain
412,Pombia,IT,45.653,8.6336,58.33,64,0,4.61,clear sky
413,Paragominas,BR,-2.9667,-47.4833,72.21,99,85,2.77,overcast clouds
414,Ajdabiya,LY,30.7554,20.2263,73.54,18,86,17.78,overcast clouds
415,Namwala,ZM,-15.7504,26.4384,64.99,95,96,4.18,overcast clouds
416,Chontalpa,MX,17.7,-93.5167,78.3,78,87,5.68,overcast clouds
417,Riviere-Au-Renard,CA,48.9957,-64.3971,30.49,98,90,5.86,overcast clouds
418,Leningradskiy,RU,69.3833,178.4167,12.27,87,100,9.78,overcast clouds
419,Gat,IL,31.61,34.7642,61.39,53,25,6.73,scattered clouds
420,Talaya,RU,61.3833,152.75,14.07,74,100,3.96,overcast clouds
421,Gomel,BY,52.4345,30.9754,48.18,87,100,8.95,mist
422,Vestmanna,FO,62.1564,-7.1664,45.52,100,100,9.22,overcast clouds
423,Torbay,CA,47.6666,-52.7314,36.57,77,100,11.5,overcast clouds
424,Honningsvag,NO,70.9821,25.9704,37.15,75,75,9.22,broken clouds
425,Ribeira Do Pombal,BR,-10.8344,-38.5358,76.37,76,36,2.44,light rain
426,Nome,US,64.5011,-165.4064,34.11,80,100,24.16,overcast clouds
427,Saint-Augustin,CA,51.226,-58.6502,31.1,99,100,6.93,snow
428,Alofi,NU,-19.0595,-169.9187,78.69,94,23,5.75,few clouds
429,Asfi,MA,32.2994,-9.2372,63.25,73,9,16.93,clear sky
430,Albion,US,42.2431,-84.753,42.75,94,100,8.05,light rain
431,Tura,IN,25.5198,90.2201,80.44,78,97,8.08,overcast clouds
432,Chivay,PE,-15.6383,-71.6011,45.75,38,22,2.66,few clouds
433,Bengkulu,ID,-3.8004,102.2655,83.71,66,100,2.28,overcast clouds
434,Saint Anthony,US,45.0205,-93.218,30.13,65,100,17.27,overcast clouds
435,Sarai,RU,53.7458,41.0213,43.88,74,100,9.46,light rain
436,Mukhen,RU,48.1,136.1,48.51,49,100,11.92,overcast clouds
437,Rognac,FR,43.4876,5.2339,66.07,69,0,17.27,clear sky
438,Vanavara,RU,60.34,102.2797,40.23,88,100,6.6,overcast clouds
439,Inongo,CD,-1.95,18.2667,70.61,93,99,3.89,overcast clouds
440,Bathsheba,BB,13.2167,-59.5167,79.41,78,20,21.85,few clouds
441,Souillac,MU,-20.5167,57.5167,77.38,78,75,14.97,light rain
442,Yarega,RU,63.4354,53.5765,23.45,86,100,11.56,overcast clouds
443,Waseca,US,44.0777,-93.5074,28.85,74,40,13.8,scattered clouds
444,Freetown,SL,8.484,-13.2299,75.22,83,6,5.35,clear sky
445,Jasper,US,37.2001,-94.3502,60.71,76,0,6.91,clear sky
446,Umm Qays,JO,32.6535,35.6854,51.31,37,97,4.0,overcast clouds
447,Plock,PL,52.5468,19.7064,36.72,75,89,13.33,overcast clouds
448,Cacu,BR,-18.5567,-51.1308,64.33,90,15,0.78,few clouds
449,Rawson,AR,-43.3002,-65.1023,64.26,49,4,11.63,clear sky
450,San Quintin,MX,30.4833,-115.95,59.5,86,67,13.18,broken clouds
451,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.05,99,95,1.92,overcast clouds
452,Kajaani,FI,64.2273,27.7285,26.65,86,0,1.14,clear sky
453,Kouango,CF,4.9934,19.9619,72.54,89,100,3.33,overcast clouds
454,Suchedniow,PL,51.0478,20.8292,43.81,96,100,13.76,overcast clouds
455,Khanpur,PK,28.6453,70.6567,90.1,10,0,2.39,clear sky
456,Vanino,RU,49.0869,140.2543,41.25,67,100,11.81,overcast clouds
457,Coahuayana,MX,18.7333,-103.6833,71.01,86,31,1.88,scattered clouds
458,Weihai,CN,37.5017,122.1136,52.14,56,4,13.8,clear sky
459,Kem,RU,64.9555,34.5793,21.24,95,16,6.62,few clouds
460,Nhulunbuy,AU,-12.2333,136.7667,79.41,89,75,10.36,moderate rain
461,Burgos,ES,42.3394,-3.7079,45.01,93,0,4.61,clear sky
462,Nazira,IN,26.9167,94.7333,74.55,75,97,3.83,overcast clouds
463,Ferrol,ES,43.4832,-8.2369,55.67,89,7,2.84,clear sky
464,Onega,RU,63.9061,38.1404,25.34,87,79,3.96,broken clouds
465,Tshikapa,CD,-6.4167,20.8,71.22,96,100,0.78,light rain
466,Kijang,KR,35.2442,129.2139,60.53,45,63,11.05,broken clouds
467,Akyab,MM,20.15,92.9,86.54,64,58,6.62,broken clouds
468,Sonari,IN,27.0667,95.0333,71.65,76,93,2.48,overcast clouds
469,Tazovskiy,RU,67.4667,78.7,20.05,92,100,4.97,overcast clouds
470,Carutapera,BR,-1.195,-46.02,75.65,93,100,4.47,overcast clouds
471,Awbari,LY,26.5921,12.7805,66.45,25,0,11.43,clear sky
472,San Juan,AR,-31.5375,-68.5364,64.35,46,8,5.79,clear sky
473,Orapa,BW,-21.2833,25.3667,69.21,70,77,1.81,light rain
474,Ahipara,NZ,-35.1667,173.1667,69.87,62,100,3.02,overcast clouds
475,Waimana,NZ,-38.15,177.0833,68.04,71,98,4.99,overcast clouds
476,Hohhot,CN,40.8106,111.6522,53.89,13,0,6.71,clear sky
477,Akureyri,IS,65.6835,-18.0878,48.13,53,0,23.02,clear sky
478,Meulaboh,ID,4.1363,96.1285,83.79,72,78,2.73,broken clouds
479,Port Blair,IN,11.6667,92.75,87.84,66,20,3.44,few clouds
480,Mogadishu,SO,2.0371,45.3438,81.03,79,97,6.38,overcast clouds
481,Fallon,US,39.4735,-118.7774,60.67,32,75,17.27,broken clouds
482,Adrar,MR,20.5022,-10.0711,76.6,16,2,9.75,clear sky
483,Ilulissat,GL,69.2167,-51.1,8.62,61,20,5.75,few clouds
484,Kumluca,TR,36.3703,30.2869,62.53,40,86,6.17,overcast clouds
485,Bilibino,RU,68.0546,166.4372,31.3,79,100,3.8,overcast clouds
486,Kenai,US,60.5544,-151.2583,43.03,68,100,9.22,overcast clouds
487,Roselle,US,41.9847,-88.0798,45.54,51,100,13.8,overcast clouds
488,Mareeba,AU,-17.0,145.4333,82.49,60,100,7.02,overcast clouds
489,Venado,MX,22.9333,-101.0833,74.12,25,36,8.79,scattered clouds
490,Maxixe,MZ,-23.8597,35.3472,73.71,95,84,6.62,moderate rain
491,Gweta,BW,-20.1833,25.2333,71.42,70,93,6.17,overcast clouds
492,Chinsali,ZM,-10.5414,32.0816,60.96,98,99,3.98,overcast clouds
493,Udachnyy,RU,66.4167,112.4,19.45,48,99,9.57,overcast clouds
494,Moerai,PF,-22.4333,-151.3333,80.53,67,20,5.5,few clouds
495,Pandan Niog,PH,6.2282,120.5631,82.71,72,84,5.84,broken clouds
496,San-Pedro,CI,4.7485,-6.6363,76.6,92,92,3.89,overcast clouds
497,Ust-Kalmanka,RU,52.1207,83.305,55.22,39,0,2.26,clear sky
498,Mishelevka,RU,52.8575,103.1719,49.93,45,100,11.23,overcast clouds
499,Borba,BR,-4.3878,-59.5939,73.74,99,100,2.57,light rain
500,Belyy Yar,RU,53.6039,91.3903,49.89,41,0,2.24,clear sky
501,Tulum,MX,20.2167,-87.4667,76.41,87,10,6.58,clear sky
502,Muzhi,RU,65.3667,64.6667,22.44,83,99,12.55,overcast clouds
503,Perth,AU,-31.9333,115.8333,76.03,54,38,12.66,scattered clouds
504,Tucuma,BR,-0.1833,-50.05,76.51,90,100,5.03,light rain
505,Kitaibaraki,JP,36.7833,140.75,49.21,81,100,11.63,overcast clouds
506,Edwardsville,US,38.8114,-89.9532,56.82,82,20,6.91,few clouds
507,Kapoeta,SS,4.7717,33.5903,73.38,81,100,5.48,overcast clouds
508,Sale,MA,34.0389,-6.8166,66.63,94,20,6.91,few clouds
509,Kondoa,TZ,-4.9,35.7833,60.73,94,100,2.51,overcast clouds
510,Shache,CN,38.4167,77.2406,68.25,22,0,6.93,clear sky
511,Matara,LK,5.9485,80.5353,84.49,71,34,3.44,scattered clouds
512,Oropesa,PE,-13.5928,-71.7719,55.26,66,20,4.61,few clouds
513,Qarqin,AF,37.4185,66.0436,78.49,17,97,3.91,overcast clouds
514,Lazaro Cardenas,MX,17.9583,-102.2,74.88,77,94,4.12,overcast clouds
515,Kamina,CD,-8.7386,24.9906,65.48,97,100,0.56,overcast clouds
516,Formosa,AR,-26.1775,-58.1781,58.98,88,0,3.44,clear sky
517,Kushmurun,KZ,52.4503,64.6311,52.07,57,100,10.8,overcast clouds
518,Yar-Sale,RU,66.8333,70.8333,17.6,88,100,11.03,overcast clouds
519,Samarai,PG,-10.6167,150.6667,83.91,70,100,8.61,overcast clouds
520,Ternate,ID,0.8,127.4,86.07,66,96,1.9,overcast clouds
521,Tocopilla,CL,-22.092,-70.1979,62.64,69,4,7.81,clear sky
522,Muli,MV,2.9167,73.5667,83.64,70,96,4.09,overcast clouds
523,Umm Kaddadah,SD,13.6017,26.6876,74.73,10,94,5.14,overcast clouds
524,Umtata,ZA,-31.5889,28.7844,51.19,96,100,2.42,light rain
525,Kenora,CA,49.8167,-94.4337,20.37,86,100,6.91,overcast clouds
526,Kholm,RU,59.2667,32.85,33.53,92,100,8.99,overcast clouds
527,Celestun,MX,20.8667,-90.4,80.11,76,66,16.31,broken clouds
528,Avera,US,33.194,-82.5271,64.45,69,24,8.7,few clouds
529,Urambo,TZ,-5.0667,32.05,64.18,90,100,3.6,overcast clouds
530,Saint-Georges,GD,12.0564,-61.7485,80.28,78,20,24.16,few clouds
531,Merzifon,TR,40.8733,35.4631,31.46,93,0,3.44,clear sky
532,Sambhar,IN,26.9167,75.2,87.73,27,0,13.67,clear sky
533,Boguchany,RU,58.3814,97.4531,43.38,87,100,3.76,overcast clouds
534,Christchurch,NZ,-43.5333,172.6333,75.4,40,77,11.5,broken clouds
535,The Valley,AI,18.217,-63.0578,78.82,75,5,23.85,clear sky
536,Salisbury,GB,51.0693,-1.7957,47.17,83,2,3.44,clear sky
537,La Ronge,CA,55.1001,-105.2842,26.85,28,100,2.3,overcast clouds
538,Constitucion,CL,-35.3333,-72.4167,51.08,86,0,7.0,clear sky
539,Qianan,CN,44.9932,124.0581,57.72,18,88,15.82,overcast clouds
540,Jinchang,CN,38.4953,102.1739,50.16,36,96,22.55,overcast clouds
541,San Jose,US,37.3394,-121.895,61.48,59,75,13.8,broken clouds
542,Hovd,MN,48.0056,91.6419,41.41,20,0,1.77,clear sky
543,Vangaindrano,MG,-23.35,47.6,74.32,90,86,4.18,overcast clouds
544,Sorland,NO,67.667,12.6934,41.88,94,100,28.54,light rain
545,Charters Towers,AU,-20.1,146.2667,84.87,26,0,11.36,clear sky
546,Samana,DO,19.2056,-69.3369,74.1,88,14,10.51,few clouds
547,Katsuura,JP,35.1333,140.3,51.8,80,100,22.62,overcast clouds
548,Macau,MO,22.2006,113.5461,77.86,78,40,21.85,scattered clouds
549,Bodden Town,KY,19.2833,-81.25,80.6,76,20,5.75,few clouds
550,Yuzhne,UA,46.6221,31.1013,46.99,83,71,12.73,broken clouds
551,Point Fortin,TT,10.1833,-61.6833,76.89,80,97,14.2,overcast clouds
552,Geraldton,AU,-28.7667,114.6,75.61,73,75,13.8,broken clouds
553,Tutoia,BR,-2.7619,-42.2744,78.44,87,98,6.08,overcast clouds
554,Sao Felix Do Xingu,BR,-6.6447,-51.995,71.62,98,36,1.34,scattered clouds
555,Ituiutaba,BR,-18.9689,-49.465,63.3,81,0,6.69,clear sky
556,Gander,CA,48.9682,-54.5906,37.53,74,75,9.22,broken clouds
557,Timmins,CA,48.4669,-81.3331,28.22,59,75,6.91,broken clouds
558,Wanning,CN,18.8003,110.3967,82.17,70,49,10.49,scattered clouds
559,Marabba,SD,12.35,32.1833,85.23,49,100,10.65,overcast clouds
560,Rongcheng,CN,30.634,117.8517,57.33,56,100,4.47,overcast clouds
561,Vrangel,RU,42.7297,133.0839,44.44,70,1,8.34,clear sky
562,Abhar,IR,36.1468,49.218,37.02,71,44,7.27,scattered clouds
563,Mitu,CO,1.1983,-70.1733,72.09,99,89,1.83,overcast clouds
564,Chara,RU,56.9064,118.2631,21.29,60,46,2.57,scattered clouds
565,Matagami,CA,49.7502,-77.6328,30.31,80,75,6.91,snow
566,Faaa,PF,-17.55,-149.6,87.76,58,40,3.44,scattered clouds
567,Tilichiki,RU,60.4667,166.1,30.31,83,100,14.45,overcast clouds
568,Haines Junction,CA,60.7522,-137.5108,35.55,44,100,9.22,overcast clouds
569,Terre-De-Bas,GP,15.8501,-61.6442,76.51,78,18,18.43,few clouds
570,Arroyo,ES,41.6096,-4.7969,51.6,86,0,3.44,clear sky
571,Port Lincoln,AU,-34.7333,135.8667,73.94,58,5,9.51,clear sky
572,Sambava,MG,-14.2667,50.1667,77.07,86,70,10.09,light rain
573,Zambezi,ZM,-13.5432,23.1047,63.68,97,98,4.09,overcast clouds
574,Aykhal,RU,66.0,111.5,16.61,83,100,11.7,overcast clouds
575,Coronado,US,32.6859,-117.1831,64.78,77,20,9.22,few clouds
576,Northam,GB,51.0333,-4.2167,52.61,94,73,4.76,broken clouds
577,Brae,GB,60.3964,-1.353,45.61,90,98,22.84,overcast clouds
578,Sistranda,NO,63.7256,8.834,42.76,81,97,10.51,overcast clouds
579,Tabuk,PH,17.4189,121.4443,78.35,76,100,4.32,overcast clouds
580,Aras,ES,42.5617,-2.356,48.61,82,0,8.05,clear sky
581,Lauro Muller,BR,-28.3928,-49.3967,52.41,92,11,3.6,few clouds
582,Virginia Beach,US,36.8529,-75.978,59.02,62,75,4.61,broken clouds
583,Axim,GH,4.8699,-2.2405,78.84,84,97,6.31,overcast clouds
584,Grottammare,IT,42.9888,13.8649,53.82,71,5,7.29,clear sky
585,Ascension,US,30.2169,-90.9001,75.2,85,75,5.75,broken clouds
586,Biharamulo,TZ,-2.6319,31.3089,59.36,96,100,1.41,overcast clouds
587,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,62.28,64,60,7.16,broken clouds
588,Luganville,VU,-15.5333,167.1667,83.98,71,96,3.51,overcast clouds
589,Valparaiso,CL,-33.0393,-71.6273,58.48,69,0,3.44,clear sky
590,Surt,LY,31.2089,16.5887,63.88,81,0,9.86,clear sky
591,Meadow Lake,US,34.8014,-106.5436,69.48,7,100,6.2,overcast clouds
592,Najran,SA,17.4924,44.1277,72.25,38,4,3.13,clear sky
593,Osypenko,UA,46.9136,36.8253,44.69,97,17,7.9,few clouds
594,Necochea,AR,-38.5473,-58.7368,54.14,68,2,9.42,clear sky
595,Rio Grande,BR,-32.035,-52.0986,64.56,59,72,10.65,broken clouds
596,Kholodnyy,RU,62.7167,147.95,15.33,58,100,3.04,overcast clouds
597,Bardsir,IR,29.9227,56.5743,60.28,40,53,3.71,broken clouds
598,Bull Savanna,JM,17.8868,-77.5902,74.21,81,1,8.61,clear sky
599,Guarapari,BR,-20.6667,-40.4975,71.89,71,45,11.88,scattered clouds
600,Manzhouli,CN,49.6,117.4333,45.95,37,98,12.93,overcast clouds
601,Hofn,IS,64.2539,-15.2082,45.07,96,100,4.03,light rain
602,Port Hardy,CA,50.6996,-127.4199,46.4,65,75,11.5,broken clouds
603,Dunedin,NZ,-45.8742,170.5036,58.46,49,1,23.6,clear sky
604,Wuwei,CN,37.9281,102.6414,53.15,43,92,18.88,overcast clouds
605,Kupang,ID,-10.1667,123.5833,86.85,63,23,2.59,few clouds
606,Mehran,IR,33.1222,46.1646,65.17,14,34,11.21,scattered clouds
607,Karratha,AU,-20.7377,116.8463,94.19,28,13,16.46,few clouds
608,Bahia Honda,CU,22.9036,-83.1592,75.79,89,4,9.08,clear sky
609,Fereydun Kenar,IR,36.6864,52.5225,53.82,82,0,0.0,clear sky
610,Alihe,CN,50.5667,123.7167,41.16,22,39,13.87,scattered clouds
611,Porto Novo,BJ,6.4965,2.6036,82.22,83,100,3.74,overcast clouds
612,Fillan,NO,63.6064,8.9696,42.24,78,95,7.7,overcast clouds
613,Waitati,NZ,-45.75,170.5667,59.47,45,0,16.8,clear sky
614,Cahul,MD,45.9075,28.1944,52.88,78,78,9.46,broken clouds
615,Mersing,MY,2.4312,103.8405,82.31,83,40,3.44,scattered clouds
616,Cubuk,TR,40.2386,33.0322,45.77,75,0,1.14,clear sky
617,Saint-Pierre,RE,-21.3393,55.4781,73.9,78,0,9.22,clear sky
618,Zinder,NE,13.8072,8.9881,80.17,38,98,9.57,overcast clouds
619,Oktyabrskoye,RU,43.0645,44.7417,37.54,93,84,6.71,broken clouds
620,Bonfim,BR,3.0833,-59.95,75.43,80,100,1.14,overcast clouds
621,Sharjah,AE,25.3573,55.4033,82.38,41,0,4.61,clear sky
622,Bonavista,CA,48.6499,-53.1147,33.33,85,83,13.04,broken clouds
623,Ucluelet,CA,48.9329,-125.5528,43.09,80,15,1.61,few clouds
624,Coquimbo,CL,-29.9533,-71.3436,55.13,82,0,3.44,clear sky
625,Ust-Tsilma,RU,65.441,52.1498,21.69,93,95,6.29,overcast clouds
626,Nova Vicosa,BR,-17.8919,-39.3719,78.08,70,100,16.87,overcast clouds
627,Ndioum,SN,16.5129,-14.6471,75.38,33,6,14.05,clear sky
628,Margate,GB,51.3813,1.3862,49.3,91,0,1.99,clear sky
629,Chukhloma,RU,58.7525,42.6825,27.0,87,100,5.73,overcast clouds
630,Vao,NC,-22.6667,167.4833,76.42,78,33,9.15,scattered clouds
631,Ingham,US,42.6,-84.3833,42.03,82,100,3.44,overcast clouds
632,Chicama,PE,-7.8447,-79.1469,61.34,79,50,7.56,scattered clouds
633,Nueve De Julio,AR,-35.4444,-60.8831,51.84,63,0,7.78,clear sky
634,Katobu,ID,-4.9408,122.5276,88.88,59,99,2.19,overcast clouds
635,Sattenapalle,IN,16.4,80.1833,89.35,55,81,7.47,broken clouds
636,Nouakchott,MR,18.0858,-15.9785,64.33,88,0,14.23,clear sky
637,La Libertad,EC,-2.2333,-80.9,71.67,83,96,8.59,overcast clouds
638,Zaysan,KZ,47.4667,84.8667,50.38,17,0,3.78,clear sky
639,Mpongwe,ZM,-13.5091,28.155,63.03,97,100,4.72,overcast clouds
640,Skibbereen,IE,51.55,-9.2667,53.11,94,99,6.6,overcast clouds
641,Muros,ES,42.7762,-9.0603,49.84,92,20,2.68,few clouds
642,Makaha,US,21.4694,-158.2175,80.51,68,100,0.0,overcast clouds
643,Severo-Yeniseyskiy,RU,60.3725,93.0408,34.88,97,100,4.03,overcast clouds
644,Marystown,CA,47.1666,-55.1483,37.85,100,100,10.0,overcast clouds
645,Arica,CL,-18.475,-70.3042,62.83,72,0,5.75,clear sky
646,Imphal,IN,24.8167,93.95,71.51,83,20,0.0,mist
647,Sundargarh,IN,22.1167,84.0333,95.72,16,89,7.7,overcast clouds
648,Broome,US,42.2506,-75.833,59.38,26,100,12.66,overcast clouds
649,Pacifica,US,37.6138,-122.4869,58.28,72,75,6.91,broken clouds
650,Ninh Binh,VN,20.2539,105.975,81.16,78,95,13.27,overcast clouds
651,Nantucket,US,41.2835,-70.0995,52.0,71,0,16.11,clear sky
652,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.36,100,100,6.91,overcast clouds
653,Yilan,TW,24.757,121.753,73.02,99,100,5.06,overcast clouds
654,Heihe,CN,50.2441,127.4902,41.58,27,27,19.51,scattered clouds
655,Gorontalo,ID,0.5412,123.0595,84.97,77,96,3.29,overcast clouds
656,Kota Kinabalu,MY,5.9749,116.0724,87.78,70,20,4.61,few clouds
657,Lincoln,US,40.8,-96.667,42.3,40,0,11.99,clear sky
658,Mandera,KE,3.9366,41.867,79.63,72,95,6.4,overcast clouds
659,Palu,ID,-0.8917,119.8707,87.89,65,100,2.19,overcast clouds
660,Linxia,CN,35.6003,103.2064,48.34,53,100,2.44,overcast clouds
661,Rimavska Sobota,SK,48.3828,20.0224,47.17,95,97,2.28,light rain
662,Evansville,US,37.9748,-87.5558,55.45,92,100,4.61,moderate rain
663,Harper,LR,4.375,-7.7169,78.31,87,98,4.85,moderate rain
664,Ormara,PK,25.2088,64.6357,79.75,85,0,5.32,clear sky
665,Dumbraveni,RO,46.2333,24.5667,47.32,86,100,1.88,overcast clouds
666,Joshimath,IN,30.5667,79.5667,64.18,31,12,1.99,few clouds
667,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,58.62,24,66,7.9,broken clouds
668,Orlik,RU,52.5178,99.825,31.55,61,77,2.64,broken clouds
669,Espanola,US,35.9911,-106.0806,63.34,23,37,1.97,scattered clouds
670,Talcahuano,CL,-36.7167,-73.1167,55.08,76,100,2.3,overcast clouds
671,Udarnyy,RU,54.3409,42.8611,39.36,76,100,5.37,overcast clouds
672,Karasjok,NO,69.4719,25.5112,25.14,85,100,5.79,overcast clouds
673,Niquelandia,BR,-14.4739,-48.4597,70.5,91,93,0.43,overcast clouds
674,Krasnaya Gorka,RU,55.1962,56.6673,36.34,97,100,11.54,overcast clouds
675,Beyneu,KZ,45.3167,55.2,52.7,48,100,4.63,overcast clouds
676,Lalibela,ET,12.0333,39.0333,61.41,51,97,5.48,overcast clouds
677,Ojinaga,MX,29.5667,-104.4167,80.56,17,0,3.44,clear sky
678,Sept-Iles,CA,50.2001,-66.3821,34.32,96,100,11.5,mist
679,Port-Cartier,CA,50.0334,-66.8654,34.02,98,100,4.34,overcast clouds
680,Imatra,FI,61.1719,28.7524,30.58,77,10,1.99,clear sky
681,Acari,PE,-15.4311,-74.6158,68.29,83,100,3.94,overcast clouds
682,Acarau,BR,-2.8856,-40.12,78.1,84,70,3.62,broken clouds
683,Blind River,CA,46.1834,-82.9582,28.51,73,74,8.39,broken clouds
684,Nizwa,OM,22.9333,57.5333,86.16,17,45,0.27,scattered clouds
685,Saint-Joseph,RE,-21.3667,55.6167,71.2,83,31,15.17,light rain
686,Tianpeng,CN,30.9866,103.9393,50.47,82,100,2.57,overcast clouds
687,Katherine,AU,-14.4667,132.2667,93.52,38,100,14.97,overcast clouds
688,Shurugwi,ZW,-19.6702,30.0059,61.54,83,63,4.09,light rain
689,Labuan,MY,5.2767,115.2417,84.56,79,20,5.01,few clouds
690,Doka,SD,13.5167,35.7667,84.15,44,99,14.67,overcast clouds
691,Lasa,IT,46.6166,10.7002,45.36,92,47,7.61,scattered clouds
692,Rouvroy,FR,50.3925,2.904,46.27,85,36,7.07,scattered clouds
693,Progreso,MX,21.2833,-89.6667,83.1,81,30,17.02,scattered clouds
694,Alice Springs,AU,-23.7,133.8833,92.75,17,5,6.91,clear sky
695,Saint-Jean-De-Maurienne,FR,45.1667,6.5833,35.13,95,48,2.55,scattered clouds
